			BibTeX Key	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
FALSCH	FALSCH	FALSCH	Ganterer.2018	Ganterer, Julia	Körpermodifikationen und leibliche Erfahrungen in der Adoleszenz		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche	Einzelinterviews // one-on-one interviews; Feminismus // feminism; Forschungsergebnisse // research results; Jugendliche // youth; Körper // body; Mädchen // girls
FALSCH	FALSCH	FALSCH	Gathen.2018	Gathen, Katharina von der	Klär mich weiter auf		3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 5 Adressat*innen; 5.1 Kinder	Kinder // children; Konzepte, Materialien // concepts; Sexualerziehung // sex ed; Sexualpädagogik // sex education
FALSCH	FALSCH	FALSCH	Gaupp.2020	Gaupp, Nora; Krell, Claudia	Lebenssituationen von lesbischen, schwulen, bisexuellen, trans* und queeren Jugendlichen	UJ (unsere jugend)	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 5 Adressat*innen; 5.2 Jugendliche	Gender Studies // Gender Studies; Geschlecht // gender; Geschlechterverhältnis // gender ratio; Geschlechtsidentität // gender Identity; Gesellschaft // society; Haltung // attitude; Heteronormativität // heteronormativity; Heterosexualität // heterosexuality; Homonationalismus // homonationalism; Institutionelle Dynamiken // institutional dynamics; Intergeschlechtlichkeit // intersexuality; Pädagogik // pedagogy; Queer Theorie // Queer Theory; Queerness // Queerness; Recht // law; Soziale Arbeit // Social Work
FALSCH	FALSCH	FALSCH	Gebrande.2019	Gebrande, Julia	Machtmissbrauch in der katholischen Kirche		1 Soziale Rahmung; 1.1 Diskurse; 1.4.4 Religion; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2.6 Sonstige Einrichtungen; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung; 8 Forschung	Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Forschungsergebnisse // research results; Forschungspraxis // research practice; Forschungsstand // state of research; Kirche // church; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Gebrande.2019b	Gebrande, Julia	Sexualisierte Gewalt in der katholischen Kirche – ein Überblick über aktuelle Forschungen und Entwicklungen und ihre Konsequenzen	Kindesmisshandlung und -vernachlässigung	1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung	Forschungsergebnisse // research results; Forschungsstand // state of research; Kirche // church; Prävention // prevention; Praxis // practice; Sexualisierte Gewalt // sexual violence; Sexualisierung // sexualisation; Sexuelle Belästigung // sexual harassment; Sexuelle Bildung // sexuality education; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Gebrande.2019c	Gebrande, Julia; Schäfferling, Stefan	Traumatisierung durch medizinische Behandlungen	Kindesmisshandlung und -vernachlässigung	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.5 Behinderungen; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.5 Negative Folgen; 8 Forschung	Bedarfe // needs; Diagnostik // diagnostics; Jugendliche // youth; junge Erwachsene // young adults; Kinder // children; Medizin // medicine; Menschen mit Behinderungen // people with disabilities; Normen // norms; Sexualisierte Gewalt // sexual violence; Trauma // trauma
FALSCH	FALSCH	FALSCH	Gegenfurtner.2018	Gegenfurtner, Andreas; Gebhardt, Markus	Sexualpädagogik der Vielfalt	Zeitschrift für Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Forschungsergebnisse // research results; Forschungsstand // state of research; Sexualpädagogik // sex education; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Geier.2020	Geier, Katrin	Das Phänomen Mädchengewalt in der Jugend		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt	Aggression // aggression; Bedarfe // needs; Gender Studies // Gender Studies; Geschlecht // gender; Geschlechterverhältnis // gender ratio; Geschlechtsidentität // gender Identity; Gewalt // violence; Grenzen // boundaries; Jugendarbeit // youth work; jugendliche Täter*innen // youth offenders; junge Erwachsene // young adults; Mädchen // girls; Peergewalt // peer violence; Soziale Arbeit // Social Work
FALSCH	FALSCH	FALSCH	Apin.2020	Apin, Nina	Der ganz normale Missbrauch		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch	Jugendliche // youth; Kinder // children; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Geiss.2015	Geiss, Michael; Magyar-Haas, Veronika	Zum Schweigen		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz	Kommunikation // communication; Macht // power; Pädagogik // pedagogy
FALSCH	FALSCH	FALSCH	Geller.2018	Geller, Bernd	Sexuelle Vielfalt und Coming-Out		1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.5 Praxismaterialien; 5 Adressat*innen; 5.3 Eltern und Familie	Coming out // coming out; Eltern // parents; Konzepte, Materialien // concepts; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Genkova.2016	Genkova, Petia; Ringeisen, Tobias	Handbuch Diversity Kompetenz		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten	Diversität // diversity; Psychologie // psychology
FALSCH	FALSCH	FALSCH	Gerber.2018	Gerber, Julia	Unterschiedliche Lebensweisen altersgemäß zur Sprache bringen	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Schule // school; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Glammeier.2015b	Glammeier, Sandra	Pädagogische Herausforderungen angesichts sexueller Gewalt	Die berufsbildende Schule	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.15 Sexualisierte Übergriffe und Schule	Lehrer*innen // Teachers; Schule // school; Schüler*innen // pupils; Schutzkonzept // protection concept; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Weiterbildung // further education
FALSCH	FALSCH	FALSCH	Glaser.2018	Glaser, Edith; Koller, Hans-Christoph; Thole, Werner; Krumme, Salome	Räume für Bildung – Räume der Bildung		8 Forschung	Pädagogik // pedagogy; Raum // space
FALSCH	FALSCH	FALSCH	Glaser.2020	Glaser, Edith; Mayer, Ralf; Retkowski, Alexandra	Sexualisierte Gewalt in schulischen Einrichtungen		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 8 Forschung	Institutionelle Dynamiken // institutional dynamics; Lehrer*innen // Teachers; Pädagogik // pedagogy; Pädagogische Fachkräfte // pedagogial staff; Prävalenz // prevalence; Schule // school; Schüler*innen // pupils; Schutzfaktoren // protection factor; Sexualisierte Gewalt // sexual violence; Soziale Arbeit // Social Work
FALSCH	FALSCH	FALSCH	Glockentoger.2017	Glockentöger, Ilke; Adelt, Eva	Gendersensible Bildung und Erziehung in der Schule		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Geschlecht // gender; Pädagogik // pedagogy; Schule // school
FALSCH	FALSCH	FALSCH	Gnielka.2019	Gnielka, Martin	Lustvolle Sexualpädagogik – furchteinflößende Missbrauchsprävention?	Sozial Extra	3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 3.5 Praxismaterialien	Konzepte, Materialien // concepts; Prävention // prevention; Sexualpädagogik // sex education
FALSCH	FALSCH	FALSCH	Gottberg.2016	Gottberg, Joachim von; Ifland, Teresa	Sexualethik im Wandel	BZgA Forum	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Medien // media; Sexualethik // sexual ethics; Sexualkultur // sexuality culture; Sexualpädagogik // sex education
FALSCH	FALSCH	FALSCH	Arndt.2020	Arndt, Susan	Sexismus		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.3 Diskriminierung; 8 Forschung	Selbstbestimmung // agency; Sexualethik // sexual ethics; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Übergriff // sexual assault
FALSCH	FALSCH	FALSCH	Griese.2016	Griese, Christiane; Marburger, Helga; Müller, Thomas	Bildungs(organisations)evaluation		1 Soziale Rahmung; 1.1 Diskurse	Handbuch // handbook; Pädagogik // pedagogy
FALSCH	FALSCH	FALSCH	GroegerRoth.2015	Groeger-Roth, Frederick	Die "Grüne Liste Prävention". Evaluierte Präventionsprogramme im Überblick	UJ (unsere jugend)	3 Thematischer Fokus; 3.2 Gewaltprävention	Prävention // prevention
FALSCH	FALSCH	FALSCH	GrohMers.2014	Groh-Mers, Tanja	Möglichkeiten und Grenzen sexualpädagogischen Handelns in der stationären Jugendhilfe. oder: Wie gehe ich als PädagogIn mit dem Gehörten und Erlebten um und wie kann ich meine Grenzen und die Grenzen der Kinder und Jugendlichen wahren?	UJ (unsere jugend)	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche	Aufarbeitung // rehabilitation; Disclosure // disclosure; Grenzen // boundaries; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Organisationskultur // organisational culture; Prävention // prevention; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Schutzkonzept // protection concept; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Stationäre Einrichtungen // residential care
FALSCH	FALSCH	FALSCH	Gruber.2018	Gruber, Thomas	Sexuell deviantes Verhalten von Jugendlichen		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.2 Übergriff, Peergewalt	jugendliche Täter*innen // youth offenders; Psychotherapie // psychotherapy; Sexualisierte Gewalt // sexual violence; Täter*in // offender
FALSCH	FALSCH	FALSCH	Gunderoth.2017	Günderoth, Miriam	Kindeswohlgefährdung		2 Institutioneller Kontext; 2.2.6 Sonstige Einrichtungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Jugendarbeit // youth work; Kindeswohl // child welfare; Prävention // prevention; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	Gunther.2021	Günther, Manfred	Gewalt an Schulen - Prävention		2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.3 Diskriminierung	Gewalt // violence; Lehrer*innen // Teachers; Professionalität // professionality; Schule // school; Schüler*innen // pupils; Schutzkonzept // protection concept
FALSCH	FALSCH	FALSCH	Gysi.2018	Gysi, Jan; Rüegger, Peter	Handbuch sexualisierte Gewalt		3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 4 Fachkräfte; 4.2 Andere Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch	Handbuch // handbook; Prävention // prevention; Psychotherapie // psychotherapy; Recht // law; Sexualisierte Gewalt // sexual violence; Täter*in // offender
FALSCH	FALSCH	FALSCH	Haep.2020	Haep, Gudrun	Gewalt als Jungenproblem. Ein kritischer Diskurs		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt	Diskurs // discourse; Gewalt // violence; Jugendarbeit // youth work; Jugendliche // youth; junge Erwachsene // young adults; Kinder- und Jugendhilfe // child welfare system; Pädagogik // pedagogy; Prävention // prevention; Praxis // practice; Professionalität // professionality; Professionsethik // professional ethics; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality; Stereotype // stereotypes
FALSCH	FALSCH	FALSCH	Hahn.2016	Hahn, Daphne	Wie schaffen und erhalten wir gesellschaftliche Akzeptanz für das Thema sexuelle Vielfalt?	BZgA Forum	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Gesellschaft // society; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Haines.2019	Haines, Staci	ausatmen		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 6 Gewalt; 6.2 Übergriff, Peergewalt; 6.6 Resilienz; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Frauen // women; Selbstbestimmung // agency; Sexualisierte Gewalt // sexual violence; Sexualität // sexuality
FALSCH	FALSCH	FALSCH	Arzt.2018	Arzt, Silvia; Brunnauer, Cornelia; Schartner, Bianca	Sexualität, Macht und Gewalt		3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention	Sexualisierte Gewalt // sexual violence; Sexualpädagogik // sex education
FALSCH	FALSCH	FALSCH	Hajok.2020	Hajok, Daniel	Sexuelle Belästigung und Cybergrooming. Grenzverletzungen gegenüber Heranwachsenden im Netz	UJ (unsere jugend)	1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.4 Intervention; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.2 Übergriff, Peergewalt; 6.3 Diskriminierung	Digitale Medien // digital media; Gewalt // violence; Jugendliche // youth; junge Erwachsene // young adults; Medien // media; Sexuelle Belästigung // sexual harassment
FALSCH	FALSCH	FALSCH	Hamm.2020	Hamm, Jonas A.	Trans* und Sex		1 Soziale Rahmung; 1.1 Diskurse; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung; 8 Forschung	Bedarfe // needs; Beziehungsgestaltung // relationships; Gender Studies // Gender Studies; Kommunikation // communication; Körper // body; Normen // norms; Praxis // practice; Queer Theorie // Queer Theory; Selbstbestimmung // agency; Sexualität // sexuality; Trans* // trans*
FALSCH	FALSCH	FALSCH	Hammerschmidt.2020	Hammerschmidt, Peter; Juliane Sagebiel, Juliane; Stecklina, Gerd (Hrsg.)	Männer und Männlichkeiten in der Sozialen Arbeit		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken	Männer // men; Männlichkeit // masculinity; Soziale Arbeit // Social Work
FALSCH	FALSCH	FALSCH	Hargot.2018	Hargot, Thérèse	Sexuelle Freiheit aufgedeckt		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Diskurs // discourse; Gefahrendiskurs // danger narrative; Jugendliche // youth; Sexualisierung // sexualisation
FALSCH	FALSCH	FALSCH	Hark.2015	Hark, Sabine; Villa, Paula-Irene	Anti-Genderismus		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 6 Gewalt; 6.3 Diskriminierung	Geschlecht // gender; Intersektionalität // intersectionality
FALSCH	FALSCH	FALSCH	Hartmann.2018	Hartmann, Jutta	Mehr als Sichtbarmachung und Antidiskriminierung	Sozial Extra	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Diversität // diversity; Geschlecht // gender; Sexuelle Vielfalt // sexual diversity; Soziale Arbeit // Social Work
FALSCH	FALSCH	FALSCH	Hartmann.2017b	Hartmann, Jutta; Messerschmidt, Astrid; Thon, Christine	Queertheoretische Perspektiven auf Bildung		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Geschlecht // gender; Pädagogik // pedagogy; Queer Theorie // Queer Theory
FALSCH	FALSCH	FALSCH	Hartwig.2015	Hartwig, Luise	Mädchen-Sein und Sexualpädagogik in der stationären Erziehungshilfe	Forum Erziehungshilfen	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Kinder- und Jugendhilfe // child welfare system; Mädchen // girls; Sexualpädagogik // sex education; Stationäre Einrichtungen // residential care
FALSCH	FALSCH	FALSCH	Haug.2020	Haug, Monika	Körperverletzungsdelikte an Kindern unter 6 Jahren		5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch	Gewalt // violence; Kinder // children; Körper // body; Recht // law; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault; Vulnerabilität // vulnerability
FALSCH	FALSCH	FALSCH	Hedderich.2016	Hedderich, Ingeborg; Zahnd, Raphael	Teilhabe und Vielfalt		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen	Diversität // diversity; Förderschule // school for children with special needs; Menschen mit Behinderungen // people with disabilities; Partizipation // participation
FALSCH	FALSCH	FALSCH	Augustin.2020	Augustin, Jenny	Gewalt erzählen		1 Soziale Rahmung; 1.1 Diskurse	Aufarbeitung // rehabilitation; Bedarfe // needs; Gewalt // violence; Grenzen // boundaries; Trauma // trauma
